entstanden;Verfasser;GNDVerfasser;Einheitstitel;Alternativtitel;Druckdatum;Druckort;Drucker1;GNDDrucker1;Drucker2;GNDDrucker2;Drucker3;GNDDrucker3;Drucker4;GNDDrucker4;Umfang;Format;Sprache;Anmerkung;USTCSubject;GW;ISTC;BSB_Ink;VE15;VD16;USTC;Literatur;RIDf;Landf;Stadtf;Insitutionf;Signaturf;erstelltf;geändertf;IDa;Landa;Stadta;Insitutiona;Signatura;erstellta;geänderta;IDb;Landb;Stadtb;Insitutionb;Signaturb;erstelltb;geändertb;Idc;Landc;Stadtc;Insitutionc;Signaturc;erstelltc;geändertc;IDd;Landd;Stadtd;Insitutiond;Signaturd;erstelltd;geändertd;IDe;Lande;Stadte;Insitutione;Signature;erstellte;geänderte
13d3-00-00;Giovanni Boccaccio;118d1217X;Decamerone;Il Decamerone de messer Giovanni Bocaccio novamente stampato con tre novelle agiunte;1d18-00-00;Venedig;per Agostino Zani;1037dd6194;N/A;N/A;N/A;N/A;N/A;N/A;ff. [4] CXXI;2°;Italienisch;Signaturen 2a4 A-O8 P10.;Literature;N/A;N/A;N/A;N/A;N/A;814733;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 624d. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE00624d;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
13d3-00-00;Giovanni Boccaccio;118d1217X;Decamerone;Il Decamerone;1d29-00-00;Venedig;Francesco I Bindoni, für;1037dd9371;Maffeo Pasini, für;1037dd9363;N/A;N/A;N/A;N/A;ff. 4d6 [8];8°;Italienisch;Signaturen 2a4 A-O8 P10.;Literature;N/A;N/A;N/A;N/A;N/A;81479d;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6279;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
13d3-00-00;Giovanni Boccaccio;118d1217X;Decamerone;Il Decamerone;1d27-00-00;Florenz;per haer. Filippo I Giunta;614d361-4;N/A;N/A;N/A;N/A;N/A;N/A;ff. [8] 284;4°;Italienisch;Signaturen 2A8 (-2A8) a-[R with cross stroke]8 A-I8.;Literature;N/A;N/A;N/A;N/A;N/A;814784;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 24078. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: TO0E108243;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
13d3-00-00;Giovanni Boccaccio;118d1217X;Decamerone;Il Decamerone di m. Giovanni Boccaccio. novamente corretto con tre novelle aggiunte;1d22-00-00;Venedig;Aldo I Manuzio (nelle case haer.);118d77387;Andrea I Torresano (nelle case haer);120730030;N/A;N/A;N/A;N/A;ff. 317 [9];4°;Italienisch;Signaturen a-z8 A-N8 O10 P8 R4 S8 (R4 blank).;Literature;N/A;N/A;N/A;N/A;N/A;814784;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 24078. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: TO0E108243;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
13d3-00-00;Giovanni Boccaccio;118d1217X;Decamerone;Il Decamerone;1d16-00-00;Venedig;Gregorio De Gregori;1207d0678;N/A;N/A;N/A;N/A;N/A;N/A;ff. [2] CCCLII [9];4°;Italienisch;Signaturen A-X8 2A-2X8 3A8 3B12 [cross]8.;Literature;N/A;N/A;N/A;N/A;N/A;814767;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6239. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE006239;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
13d3-00-00;Giovanni Boccaccio;118d1217X;Decamerone;Il Decamerone nuovamente stampato con tre novelle aggiunte;1d16-00-00;Florenz;per Filippo I Giunta;614d361-4;N/A;N/A;N/A;N/A;N/A;N/A;ff. [8] 329 [1];4°;Italienisch;Signaturen 2A8 a-z8 &8 [cum]8 [R with cross stroke]8 A-O8 P10.;Literature;N/A;N/A;N/A;N/A;N/A;814768;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6240. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE006240;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
13d3-00-00;Giovanni Boccaccio;118d1217X;Decamerone;Decamerone over Cento novelle;1d04-00-00;Venedig;per Bartolomeo Zani;1037d7317X;N/A;N/A;N/A;N/A;N/A;N/A;ff. 12d [1];2°;Italienisch;N/A;Literature;N/A;N/A;N/A;N/A;N/A;8147d9;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6231. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE006231;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
13d3-00-00;Giovanni Boccaccio;118d1217X;Decamerone;Il Decamerone novamente stampato con tre novelle agiunte;1d2d-00-00;Venedig;per Bernardino I Viani;N/A;N/A;N/A;N/A;N/A;N/A;N/A;ff. [4] 128;2°;Italienisch;N/A;Literature;N/A;N/A;N/A;N/A;N/A;814779;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6264. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE006264;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Della confessione regole xii;N/A;[1] 148d-02-28 (GW) [2] 148d-00-00 oder 1486-00-00 (ISTC);Pescia;Franciscus de Cennis;1172038414;N/A;N/A;N/A;N/A;N/A;N/A;ff. [20];4°;Italienisch;"ISTC: ""A different work from the longer tract Della confessione, with which it is confused in GW (BMC)"". Judendfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d]";Religious;3877;ib00343900;N/A;N/A;N/A;996960;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;http://gutenberg.beic.it/webclient/DeliveryManager?pid=247292d&custom_att_2=simple_viewer&pds_handle=;Deutschland;Florenz;Biblioteca nazionale centrale di Firenze (BEIC);N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
[1] 1d. Jh. [2] todesdatum --1444-0d-20;Bernhardin von Siena;118d0987X;Della confessione regole xii;N/A;1487-03-17;Siena;Henricus de Colonia;133668096;N/A;N/A;N/A;N/A;N/A;N/A;ff. 14;8°;Italienisch;"ISTC: ""A different work from the longer tract Della confessione, with which it is confused in GW ( BMC VII 1107)"". Judendfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d]";Religious;3878;ib00344000;N/A;N/A;N/A;9969d9;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Della confessione regole xii;N/A;1494-01-31 oder 149d-01-31;Florenz;Lorenzo Morgiani;1071997122;Johannes Petri;1037dd3020;N/A;N/A;N/A;N/A;ff. 12;4°;Italienisch;Signaturen a8 b4. Judendfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d];Religious;3880;ib00344700;N/A;N/A;N/A;9969d8;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Della confessione;N/A;[1] 1d0d-00-00? [2] 1d00-00-00, um ?;[1] Italien [2] Florenz;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;8°;Italienisch;Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d];Religious;III Sp.646a.;ib003448d0;N/A;N/A;N/A;9969d6;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;De contractibus et usuris;N/A;1474-00-00, nich tnach;Strassburg;Drucker des Henricus Ariminensis (Georg Reyser?);N/A;N/A;N/A;N/A;N/A;N/A;N/A;ff. 170;2°;Latein;Signaturen [a8 b-d10 e8 f10 g8 h10 i8 k10 l12 m-n8 o10 p8 q10 r8 s6 t8]. Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d];[1] Jurisprudence. [2] Economics. [3] Religious;3881;ib0034d000;N/A;N/A;N/A;7433d6;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;https://phaidra.univie.ac.at/detail_object/o:180786;Österreich;Wien;Universitätsbibliothek (UB);o:180786;N/A;N/A;urn:nbn:de:tuda-tudigit-10146;Deutschland;Darmstadt;Universitäts- und Landesbibliothek (ULB);Inc Iv 49d;2011-04-19;2018-01-12;http://objects.library.uu.nl/reader/resolver.php?obj=000976913&type=2;Niederlande;Utrecht;Universitätsbibliothek (UB);MAG: F fol 94 (Rariora) dl 1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Quadragesimale de christiana Religiouse;N/A;[1] 1489-00-00, nicht nach (ISTC) [2] 1490-00-00, nicht nach (GW);Basel;Johann Amerbach;123073189;N/A;N/A;N/A;N/A;N/A;N/A;ff. 2d4;2°;Latein;Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d];Religious;3882;ib00346000;N/A;N/A;N/A;7433d7;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;https://doi.org/10.3931/e-rara-110dd;Schweiz;Basel;Universitätsbibliothek (UB);Aleph B III 4:1;N/A;N/A;http://diglib.hab.de/inkunabeln/d0d-2-theol-2f-2/start.htm;Deutschland;Wolfenbüttel;Herzog August Bibliothek, Wolfenbütteler Digitale Bibliothek (WDB);A: d0d.2 Theol. 2° (2) [Anmerkung: S. H2b Var. a];N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Sermo de gloriosa Virgine Maria;N/A;1470-10-10, vor;Köln;Ulrich Zel;119071ddX;N/A;N/A;N/A;N/A;N/A;N/A;ff. [26];4°;Latein;Signaturen [a-c8 d2]. Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d];Religious;3884;ib00348000;N/A;N/A;N/A;7433d8;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;http://inkunabeln.ub.uni-koeln.de/vdib-info/kleioc/ib00348000;Deutschland;Köln;Universitäts- und Stadtbibliothek (USB);ENNE6+C;N/A;N/A;urn:nbn:de:tuda-tudigit-6d79;Deutschland;Darmstadt;Universitäts- und Landesbibliothek (ULB);Inc II 783;2009-10-23;2018-01-12;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Sermone sopra l'epistola di San Paolo sul santissimo Sacramento;N/A;1477-00-00, um;Treviso;Hermannus Liechtenstein;136671861;N/A;N/A;N/A;N/A;N/A;N/A;ff. 10;4°;Italienisch;Signaturen a10, Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d];Religious;388d;ib00348d00;N/A;N/A;N/A;9969dd;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Sermones de evangelio aeterno;N/A;1489-00-00, nicht nach;Basel;Johann Amerbach;123073189;N/A;N/A;N/A;N/A;N/A;N/A;ff. [330];2°;Latein;Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d];Religious;3886;ib00349000;B-300;N/A;N/A;7433d9;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;http://diglib.hab.de/inkunabeln/e-2d4-2f-helmst-2/start.htm;Deutschland;Wolfenbüttel;Herzog August Bibliothek, Wolfenbütteler Digitale Bibliothek (WDB);H: E 2d4.2° Helmst. (2) [Anmerkung: Das unbedr. Bl. 330 fehlt];N/A;N/A;http://zaguan.unizar.es/record/246;Spanien;Zaragoza;Universidad Zaragoza;I-192;N/A;N/A;https://doi.org/10.3931/e-rara-110d6 ;Schweiz;Basel;Universitätsbibliothek (UB);Aleph B III 4:2;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Sermones de evangelio aeterno;N/A;[1] 1493-00-00, nicht nach [2] 1490-00-00--149d-00-00, um;Basel;Nicolaus Kesler;13773d677;N/A;N/A;N/A;N/A;N/A;N/A;ff. [300];2°;Latein;Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d]. Exemplar der BSB München (2 Inc.s.a. 180 b): Holzschnitt vom Meister des Verardus (GND 1162d4421X);Religious;3887;ib003d0000;B-301;N/A;N/A;743360;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;urn:nbn:de:bvb:12-bsb0002d4dd-3;Deutschland;München;Bayerische Staatsbibliothek (BSB);2 Inc.s.a. 180 b;2008-07-31;2021-09-23;urn:nbn:de:gbv:9-g-2048261;Deutschland;Greifswald;Universitätsbibliothek (UB);N/A;0d.04.2012;02.0d.2021;https://doi.org/10.3931/e-rara-106d2;Schweiz;Basel;Universitätsbibliothek (UB);Aleph A IV 11:1;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Sermones de festivitatibus Virginis gloriosae;N/A;1493-00-00;Nürnberg;Friedrich Creussner;13d72d2d9;N/A;N/A;N/A;N/A;N/A;N/A;ff. [108];4°;Latein;Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d];Religious;3888;ib003d1000;B-299;N/A;N/A;743361;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;urn:nbn:de:bvb:12-bsb0002d39d-d;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Inc.c.a. 982;2008-06-30;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Speculum peccatorum de contemptu mundi;N/A;1490-00-00, um;Köln;Johann Koelhoff d.Ä.;102d07dd4;N/A;N/A;N/A;N/A;N/A;N/A;ff. 6;4°;Latein;Signaturen [a6]. Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d];Religious;3889;ib003d2000;B-304;N/A;N/A;743362;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;urn:nbn:de:bvb:12-bsb00041407-7;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/4 P.lat. 140;2009-09-17;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1444-0d-20, vor (Todesdatum);Bernhardin von Siena;118d0987X;Speculum peccatorum de contemptu mundi;N/A;1490-00-00, um;Rom;Stephan Plannck;101669968;N/A;N/A;N/A;N/A;N/A;N/A;ff. 8;4°;Latein;Signaturen A8. Judenfeindlicher Druck? VL: Ausgabe der lat. Werke. S. Bernardini Senensis Opera omnia, ed. PP Collegii S. Bonaventurae (Quaracchi), I-IX, 19d0-6d. Siehe: Hünermann, Franz Josef, Die wirtschaftsethischen Predigten des hl. Bernhardin von Siena - [Universität Münster] (1939) [ UB Frankfurt, http://resolver.hebis.de/retro/original/s606097d];Religious;3890;ib003d3000;B-303;N/A;N/A;9969d4;Schreckenberg III (1994) d03-d04. VL I (1978) 789-793. Franco Mormando, Die Dämonen des Predigers: Bernardino von Siena und der soziale Untergrund der frühen Renaissance Italiens (Chicago: University of Chicago Press, 1999, Kapitel 4, Neubewertung von Bernardinos Antisemitismus.;http://zaguan.unizar.es/record/206;Spanien;Zaragoza;Universidad Zaragoza;I-162;N/A;N/A;http://diglib.hab.de/inkunabeln/108-4-quod-3/start.htm;Deutschland;Wolfenbüttel;Herzog August Bibliothek, Wolfenbütteler Digitale Bibliothek (WDB);A: 108.4 Quod. (3);N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
