entstanden;Verfasser;GNDVerfasser;Einheitstitel;Alternativtitel;Druckdatum;Druckort;Drucker1;GNDDrucker1;Drucker2;GNDDrucker2;Drucker3;GNDDrucker3;Drucker4;GNDDrucker4;Umfang;Format;Sprache;Anmerkung;USTCSubject;GW;ISTC;BSB_Ink;VE15;VD16;USTC;Literatur;IDa;Landa;Stadta;Insitutiona;Signatura;erstellta;geänderta;IDb;Landb;Stadtb;Insitutionb;Signaturb;erstelltb;geändertb;Idc;Landc;Stadtc;Insitutionc;Signaturc;erstelltc;geändertc;IDd;Landd;Stadtd;Insitutiond;Signaturd;erstelltd;geändertd;IDe;Lande;Stadte;Insitutione;Signature;erstellte;geänderte;RIDf;Landf;Stadtf;Insitutionf;Signaturf;erstelltf;geändertf
[1475-03-26, nach (Tod des Simon von Trient);[1] Giorgio Sommariva (ISTC), [2] Georgius Summaripa (GW);N/A;Martirio di Simone da Trento. Add: Girolamo Campagnola, Leonardo Montagna, Martirio di Simone da Trento;De martyrio B. Simonis pueri Tridentini a Judaeis trucidati carmina;1478-00-00, um;Verona;Giovanni Alvise;123971047;Alberto Alvise;123971241;N/A;N/A;N/A;N/A;ff. 10;4°;Latein;betrifft den Ritualmord an Simon von Trient. gedruckt mit Girolamo Campagnola, Leonardo Montagna (GND 1020861827), Martirio di Simone da Trento;Religious;5938;is00679300;N/A;N/A;N/A;990836;N/A;http://www.bibliotecaitaliana.it/indice/visualizza_testo/is00679300;Italien;Rom;Biblioteca Angelica, Roma (BEIC);N/A;N/A;N/A;http://www.stabat.it/?q=scheda/453;Italien;Trient;Biblioteca comunale di Trento, Biblioteca Digitale Trentina;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
[1475-03-26, nach (Tod des Simon von Trient);Johannes Calphurnius;123089573;Mors et apotheosis Simonis infantis novi martyris;Mors et apotheosis Simonis infantis novi martyris. Add: Raphael Zovenzonius: In Simonem martyrem carmina duo;1481-00-00, um;Trient;Z.L. [i.e. Giovanni Lionardo Longo];[tw-Identifier: pe0208100];N/A;N/A;N/A;N/A;N/A;N/A;ff. 8;4°;Latein;Signaturen A8. betrifft den Ritualmord an Simon von Trient. gedruckt mit Raphael Zovenzonius (GND 12907649X), In Simonem martyrem carmina duo. Hain 4268;Religious;5919;ic00062000;N/A;N/A;N/A;999664;N/A;http://www.stabat.it/?q=scheda/1;Italien;Trient;Biblioteca comunale di Trento, Biblioteca Digitale Trentina;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
[1475-03-26, nach (Tod des Simon von Trient);[1] Matheus Künig (ISTC) [2] Matthäus Künig (GW);136588840;[1] Gedicht von dem getöteten Knaben Simon von Trient (ISTC) [2] Lied bzw. Reimlegende von Simon von Trient (GW);N/A;1475-00-00;Sant'Orso?;Johannes Renensis [= Johannes de Reno];1172234981;N/A;N/A;N/A;N/A;N/A;N/A;ff. 8;4°;Deutsch;betrifft den Ritualmord an Simon von Trient.;Religious;M16478;ik00040900;N/A;N/A;N/A;993710;N/A;http://resolver.staatsbibliothek-berlin.de/SBB0001975D00000000;Deutschland;Berlin;Staatsbibliothek Preußischer Kulturbesitz;8° Inc 3557;2020-06-02;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Deggendorf;N/A;Lied über den Judenfrevel zu Deggendorf: Geschichte der Juden zu Deggendorf mit dem Heiligen Sakrament;N/A;1496-00-00, um ?;Bamberg;Johann Pfeyl;13644881X;N/A;N/A;N/A;N/A;N/A;N/A;ff. 4;4°;Deutsch;betrifft Hostienfrevel in Deggendorf 1338. ISTC: Besitznachweise: Metten BenediktAbtei (not to be found (2017)). München BNM (copy lost). https://www.geschichtsquellen.de/werk/5174;Religious;M18275;id00136500;N/A;N/A;N/A;744244;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
N/A;Deggendorf;N/A;Lied über den Judenfrevel zu Deggendorf: Geschichte der Juden zu Deggendorf mit dem Heiligen Sakrament;[1] Von Tegkendorff das geschicht wie die Juden das hailig sacrament haben z?gericht1, [2] Won tegkendorff das Geschicht wie die Juden das hailig Sacrament haben zugericht (USTC);[1] 1519-00-00 (VD16) [2] 1520-00-00;Augsburg;Silvan Otmar;129241172;N/A;N/A;N/A;N/A;N/A;N/A;ff. [4];4°;Deutsch;betrifft Hostienfrevel in Deggendorf 1338;Religious;N/A;N/A;N/A;N/A;V 2456;707315;N/A;[1] urn:nbn:de:bvb:12-bsb10199422-1 1. [2] urn:nbn:de:bvb:12-bsb10199423-7;Deutschland;München;Bayerische Staatsbibliothek (BSB);[1] Res/4 Bavar. 3001,1. [2] Res/4 Bavar. 3001,2;[1] [2] 2014-05-15;[1] [2] 2021-10-19;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
[1475-03-26, nach (Tod des Simon von Trient);Sylvester de Balneoregio;12907019X;Conclusiones cum earum declarationibus super canonizatione Simonis Tridentini;N/A;1475-12-06, nach;Trient;Albrecht Kunne;119107228;N/A;N/A;N/A;N/A;N/A;N/A;ff. 10;4°;Latein;betrifft den Ritualmord an Simon von Trient, Hain 15203, Signaturen [a10];Religious;M42150;is00880000;S-397;N/A;N/A;990702;N/A;urn:nbn:de:bvb:12-bsb00069552-0;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Inc.s.a. 1732;2012-03-05;2021-09-24;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;N/A;1470-00-00, um ?;[1] Neapel? [2] Florence?;Drucker von Terentius, Comoediae (Pr 6748);N/A;N/A;N/A;N/A;N/A;N/A;N/A;ff. 254;2°;Latein;N/A;Literature;4440;ib00725200;B-565;N/A;N/A;996799;Schreckenberg III (1994) 399-400;urn:nbn:de:bvb:12-bsb00050601-5;Deutschland;München;Bayerische Staatsbibliothek (BSB);2 Inc.s.a. 217;2010-07-19;2021-09-24;http://atena.beic.it/webclient/DeliveryManager?pid=3849618;Italien;Florenz;Biblioteca nazionale centrale di Firenze, Firenze (BEIC);B.R.89;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;N/A;1471-00-00;Venedig;Christophorus Valdarfer;137784996;N/A;N/A;N/A;N/A;N/A;N/A;ff. [268];2°;Italienisch;Signaturen [a8 b-e10 f8 g-k10 l8 m-t10 v-x8 y-z10 A-D10 E8].;Literature;4441;ib00725300;N/A;N/A;N/A;996798;Schreckenberg III (1994) 399-400;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;N/A;1472-00-00;Mantua;Petrus Adam de Michaelibus;[tw-Identifier: of1254];N/A;N/A;N/A;N/A;N/A;N/A;ff. [264];2°;Italienisch;N/A;Literature;4442;ib00725400;N/A;N/A;N/A;996797;Schreckenberg III (1994) 399-400;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;N/A;1476-00-00;Bologna;Balthasar Azoguidus;144056321;N/A;N/A;N/A;N/A;N/A;N/A;ff. [222];2°;Latein;Signaturen [a6 b-f10 g-l8 m-n6 op8 q-s10 t-x8 y-z6 A-D8];Literature;4443;ib00725600;N/A;N/A;N/A;996796;Schreckenberg III (1994) 399-400;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;N/A;1476-00-00;Milan;Antonius Zarotus;133182452;Marco Roma, für;N/A;N/A;N/A;N/A;N/A;ff. [242];2°;Italienisch;N/A;Literature;4444;ib00725700;N/A;N/A;N/A;996795;Schreckenberg III (1994) 399-400;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;N/A;1478-00-00;Vicenza;Johannes de Renno;1172234981;N/A;N/A;N/A;N/A;N/A;N/A;ff. [236];2°;Italienisch;Signaturen [6]a–f10 g–k8 lm6 n–q10 r–t6 u–zA8 BC10 D8.;Literature;4445;ib00725800;N/A;N/A;N/A;996794;Schreckenberg III (1994) 399-400;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;N/A;1481-05-30;Venedig;Antonius de Strata de Cremona;1037574524;N/A;N/A;N/A;N/A;N/A;N/A;ff. [194];2°;Italienisch;Signaturen [4]a10 b8 c6 d8 e6 f8 g6 h8 i6 k8 l6 m8 n6 o8 p6 q8 r6 ?8 t6 u8 x6 y8 z6 AB8 C10.;Literature;4446;ib00726000;N/A;N/A;N/A;996793;Schreckenberg III (1994) 399-400;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;N/A;1483-05-13;Florenz;Sanctum Jacobum de Ripoli (ISTC, GW);N/A;Giovanni di Nato, für (GW);N/A;Piero Pacini, für (GW);103756779X;N/A;N/A;ff. [308];2°;Italienisch;Signaturen (2 –4 )a8 b–?s–z&6 A–S8 T4.;Literature;4447;ib00726500;N/A;N/A;N/A;996792;Schreckenberg III (1994) 399-400;http://atena.beic.it/webclient/DeliveryManager?pid=2963373;Italien;Florenz;Biblioteca nazionale centrale di Firenze, Firenze (BEIC);E.6.7.12;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;N/A;1484-05-08;Venedig;Baptista de Tortis;134140680;N/A;N/A;N/A;N/A;N/A;N/A;ff. [138];2°;Latein;Signaturen a-q8 r10;Literature;4448;ib00727000;N/A;N/A;N/A;996791;Schreckenberg III (1994) 399-400;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;N/A;1498-12-05;Venedig;Manfredus de Bonellis de Monteferrato;1037617010;N/A;N/A;N/A;N/A;N/A;N/A;ff. 142;2°;Italienisch;"Signaturen X4 A8 Bc–y6 z4. GW: ""Davor: Hieronymus Squarzaficus: Vita di Boccaccio."" (GND 119836262), dazu keine Angaben in ISTC und USTC";Literature;4450;ib00728300;N/A;N/A;N/A;996789;Schreckenberg III (1994) 399-400;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;Livre de cent nouvelles [French];1485-11-22;Paris;Jean Du Pré;103757382X;Antoine Vérard, für;118804162;N/A;N/A;N/A;N/A;ff. [278];2°;Französisch;Signaturen a6 b4 b–p8 q4 A–T8. Übersetzung ins Französische;Literature;4453;ib00728800;N/A;N/A;N/A;765580;Schreckenberg III (1994) 399-400;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;Les Cent cent nouvelles;1499-10-00--1503-05-30;Paris;für Antoine Vérard;118804162;N/A;N/A;N/A;N/A;N/A;N/A;N/A;2°;Französisch;Übersetzung ins Französische;Literature;IV Sp.264a;ib00729000;N/A;N/A;N/A;767362;Schreckenberg III (1994) 399-400;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;Livre de cent nouvelles;[1] 1521-00-00 (ISTC) [2] 1500-00-00, nach (GW);Paris;Michel Le Noir (Witwe) (ISTC);103762839X (Michel Le Noir);Michel Le Noir (Witwe) für (ISTC). [2] Simon Calvarin, für (GW);1037545125;N/A;N/A;N/A;N/A;N/A;2°;Französisch;Übersetzung ins Französische;N/A;IV Sp.264b;ib00729300;N/A;N/A;N/A;768440;Schreckenberg III (1994) 399-400;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;Vitas patrum;[1] 1476-00-00, vielmehr um [2] 1473-00-00, um;Ulm;Johann Zainer d.Ä.;118643479;N/A;N/A;N/A;N/A;N/A;N/A;ff. [398];2°;Deutsch;Übersetzung ins Deutsche;Literature;4451;ib00730000;V-251;N/A;N/A;743496;Schreckenberg III (1994) 399-400;urn:nbn:de:bvb:12-bsb00038506-7;Deutschland;München;Bayerische Staatsbibliothek (BSB);2 Inc.s.a. 650;2009-06-19;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;Cento nouelle. Das seind Die hundert neüen fabelen oder historien, so die gesaget seind worden z? einer pestile[n]czischen zeiten;1490-10-18;Augsburg;Anton Sorg;12146556X;N/A;N/A;N/A;N/A;N/A;N/A;ff. [368];2°;Deutsch;Signaturen [2]a–?s–zA–X8 Y6. Übersetzung ins Deutsche. Holzschnitte;Literature;4452;ib00731000;N/A;N/A;N/A;743497;Schreckenberg III (1994) 399-400;urn:nbn:de:bvb:12-bsb00083138-2;Deutschland;Schweinfurt;Bibliothek Otto Schäfer;OS 0989;2014-05-08;2021-09-27;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;Ciento novelas [Spanish];1496-11-08;Sevilla;Meinhard Ungut;133669548;Stanislaus Polonus;13046581X;N/A;N/A;N/A;N/A;ff. [202];2°;Spanisch;Übersetzung ins Spanische;Literature;4454;ib00731500;N/A;N/A;N/A;766936;Schreckenberg III (1994) 399-400;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;[1] Decamerone (Auzug: V, 1 Cimone). [2] Mythica historia Cymonis;Cimone;1498-00-00, um;Leipzig;Jacobus Thanner;120963884;N/A;N/A;N/A;N/A;N/A;N/A;ff. 8;4°;Latein;Signatur A8. Übersetzung aus dem Italinischen. ISTC-Anm.: Decamerone V, 1. GW: lat. von Philippus Beroaldus. Hrsg. Andreas Probst.;Literature;4437;ib00715500;B-575;N/A;N/A;743489;Schreckenberg III (1994) 399-400;urn:nbn:de:bvb:12-bsb00041238-8;Deutschland;München;Bayerische Staatsbibliothek (BSB);4 Inc.s.a. 357;2009-08-21;2021-09-23;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;[1] Decamerone (Auzug: V, 1 Cimone). [2] Mythica historia Cymonis;Mythica historia Joannis boccacii: pro Philippum beraaldum de italico in Lateinum translata. In qua ostendit exemplo cuiusdam adolescentis: ob mores beluinos cymonis dicti: amorem cultorum morum esse parentem.;1505-00-00;Leipzig;Jacobus Thanner;120963884;N/A;N/A;N/A;N/A;N/A;N/A;ff. 1 pp. [17];4°;Latein;Übersetzung aus dem Italinischen. Heide, Sebastian ¬von der¬ ¬[Beitr.]¬ - PND 115352503;Literature;N/A;N/A;N/A;N/A;B 5835;676616;Schreckenberg III (1994) 399-400;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;[1] Decamerone (Auzug: V, 1 Cimone). [2] Mythica historia Cymonis;Mythica historia Joannis boccacii: pro Philippum beraaldum de italico in Lateinum translata. In qua ostendit exemplo cuiusdam adolescentis: ob mores beluinos cymonis dicti: amorem cultorum morum esse parentem.;1507-00-00;Frankfurt/Oder;Balthasar Murrer;1037540581;Nikolaus Lamparter;1037539915;N/A;N/A;N/A;N/A;ff. [12];4°;Latein;Übersetzung aus dem Italinischen. Heide, Sebastian ¬von der¬ ¬[Beitr.]¬ - PND 115352503 (Übersetzung aus dem Italinishcen);Literature;N/A;N/A;N/A;N/A;ZV 2110;676617;Schreckenberg III (1994) 399-400;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;Cento novella das buch der hundert nüwen Historien so ein lieplich geselschafft von Florentz fliehende den sterben der pestilentz umb ergetzlicheit und minderung ires schmertzen gesagt und erdacht hat;1509-00-00;Strassburg;Johann Grüninger;118698451;N/A;N/A;N/A;N/A;N/A;N/A;ff. CCXXXV;2°;Deutsch;Übersetzung ins Deutsche, Illustrationen (Holzschnitte);Literature;N/A;N/A;N/A;N/A;B 5819;619816;Schreckenberg III (1994) 399-400;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;Cento novella hundert neuwer Historien die in einem grosen sterben zu florentz gesagt wurden von etlichen kürtzweiligen menschen die da uß der stat hin uff das land fluhen ir leben zuerreten und da ir ordnung machten ein küng und in der zugebieten het was zu froeden dient und ist wol beglimpfet.;1519-00-00;Strassburg;Johann Grüninger;118698451;N/A;N/A;N/A;N/A;N/A;N/A;ff. CCXXXVI;2°;Deutsch;Übersetzung ins Deutsche;Literature;N/A;N/A;N/A;N/A;B 5820;619817;Schreckenberg III (1994) 399-400;urn:nbn:de:bvb:12-bsb00091082-5;Deutschland;München;Bayerische Staatsbibliothek (BSB);Res/2 P.o.it. 7;2014-07-16;2021-09-27;http://data.onb.ac.at/rep/109A6A79;Österreich;Wien;Österreichische Nationalbibliothek;[1] MF 3328 NEU MIK. [2] *38.A.31 ALT PRUNK;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;Il Decamerone;1525-00-00;Venedig;Gregorio De Gregori;120750678;N/A;N/A;N/A;N/A;N/A;N/A;ff. [8] 340 (= 328);8°;Italienisch;Signaturen [cross]8 A6 B-Z8 2A-2R8 2S10.;Literature;N/A;N/A;N/A;N/A;N/A;814778;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6263. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE006263;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;Il Decamerone;1529-00-00;Florenz;per haer. Filippo I Giunta;6145361-4;N/A;N/A;N/A;N/A;N/A;N/A;ff. 455 [10];8°;Italienisch;Signaturen A-Z8 2A-2Z8 3A-3L8 *8.;Literature;N/A;N/A;N/A;N/A;N/A;814796;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6278. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE006279;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;Il Decamerone di m. Giovanni Boccaccio novamente stampato et con somma diligentia corretto;1526-00-00;Venedig;per Giovanni Antonio Nicolini da Sabbio & fratres;1037557832;N/A;N/A;N/A;N/A;N/A;N/A;ff. 396 [8];8°;Italienisch;Signaturen A-Z8 2A-2Z8 3A-3B8 3C12. ²2A8.;Literature;N/A;N/A;N/A;N/A;N/A;814783;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6269. OPAC SBN (Catalogo del servizio bibliotecario nationale), Reference: CNCE006269;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
1353-00-00;Giovanni Boccaccio;11851217X;Decamerone;Il Decamerone di m. Giovanni Boccaccio nuovamente corretto et con diligentia stampato;1527-00-00;Florenz;haer. Filippo I Giunta;6145361-4;N/A;N/A;N/A;N/A;N/A;N/A;ff. [7] 284;4°;Italienisch;N/A;Literature;N/A;N/A;N/A;N/A;N/A;814785;Schreckenberg III (1994) 399-400. Censimento nazionale delle edizioni italiane del XVI secolo, Reference: 6271;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A
